,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
34,2021-11-23 17:19:34.979,DSC3022,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,"Live Online , Pre-recorded lectures",Mostly true,Mostly true,Mostly true,Not at all true,Mostly true,A little true,Mostly true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree
35,2021-11-23 22:03:26.584,CLA3108,Flipped course,No,General,HASS,Social Science,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Not at all true,Not at all true,Mostly true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree
36,2021-11-24 00:23:52.781,DSC3022,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Sometimes true,Sometimes true,A little true,Sometimes true,Mostly true,Mostly true,A little true,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree
37,2021-11-25 20:45:38.932,CLA3108,Flipped course,No,General,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Live Online , Pre-recorded lectures , Flipped course",Very true,Not at all true,Very true,Sometimes true,Very true,Very true,Very true,Not at all true,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
38,2021-12-06 18:03:32.493,GSID022,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,"Live Online , Pre-recorded lectures , Offline",Mostly true,Not at all true,Not at all true,Not at all true,Mostly true,Sometimes true,Very true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Agree,Neutral,Agree
39,2021-12-06 18:18:19.293,CLA3108,Offline,No,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,etc,Male,I started university BEFORE 2020.,Neutral,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Sometimes true,Not at all true,Mostly true,Sometimes true,Sometimes true,Not at all true,Sometimes true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly disagree,Agree,Agree
40,2021-12-06 20:51:37.594,INPE049,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,"Live Online , Pre-recorded lectures , Flipped course",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree
41,2021-12-06 22:13:30.630,DSC3013,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline",A little true,Very true,A little true,Not at all true,A little true,Very true,Sometimes true,Not at all true,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree
42,2021-12-07 11:51:33.832,CLA3108,Flipped course,No,General,HASS,Literature & Language,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,"Live Online , Pre-recorded lectures , Flipped course",Mostly true,A little true,Mostly true,A little true,Mostly true,Sometimes true,Mostly true,A little true,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
43,2021-12-07 21:13:50.889,CLA2003,Live Online,No,Literature & Language,HASS,None,etc,Female,I started university BEFORE 2020.,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,Very true,Not at all true,Not at all true,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
44,2021-12-12 14:56:01.971,DSC3022,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Not at all true,Mostly true,Not at all true,Sometimes true,Sometimes true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Neutral,Neutral,Strongly Agree,Strongly disagree
45,2021-12-13 17:48:47.164,DSC3022,Live Online,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Sometimes true,Sometimes true,Not at all true,Mostly true,Mostly true,Sometimes true,Not at all true,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree
46,2021-12-15 01:59:08.992,CLA3108,Flipped course,No,General,STEM,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Not at all true,Very true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree
47,2021-12-15 16:02:17.271,HAI5010,Live Online,No,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Live Online,A little true,A little true,Not at all true,Not at all true,A little true,A little true,Not at all true,Not at all true,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree
48,2021-12-15 16:03:18.103,HAI5010,Live Online,No,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Strongly disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline",Mostly true,Sometimes true,Sometimes true,Not at all true,Mostly true,Sometimes true,Sometimes true,Not at all true,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral
49,2021-12-28 17:05:40.617,ADS5030,Prerecorded lectures,No,Data science/AI/CS/Computing-related,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",A little true,Sometimes true,A little true,None,A little true,Sometimes true,A little true,Very true,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree
50,2022-02-23 16:13:27.736,BUS2007,Prerecorded lectures,No,Business/economics related,HASS,Mathematics/Statistics,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures",Mostly true,A little true,Mostly true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Agree,Strongly disagree
51,2022-02-23 16:13:40.368,SWE3011,Offline,No,Data science/AI/CS/Computing-related,HASS,Mathematics/Statistics,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,"Pre-recorded lectures , Offline",Very true,Very true,A little true,Sometimes true,Very true,Very true,A little true,Sometimes true,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree
52,2022-02-23 16:13:58.308,GBA2005,Live Online,No,Business/economics related,HASS,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,"Live Online , Pre-recorded lectures , Flipped course",Very true,Mostly true,Very true,A little true,Very true,Very true,Very true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree
53,2022-02-23 16:14:03.692,DSC2005,Live Online,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Strongly Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,"Live Online , Pre-recorded lectures",Mostly true,Mostly true,Not at all true,Not at all true,Sometimes true,Sometimes true,Sometimes true,A little true,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly disagree,Strongly Agree
54,2022-02-23 16:15:03.237,STA3021,Prerecorded lectures,No,Mathematics/Statistics,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Neutral,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,"Live Online , Pre-recorded lectures",Very true,Sometimes true,Sometimes true,Not at all true,Very true,Sometimes true,Sometimes true,Not at all true,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree
55,2022-02-23 16:15:14.295,DSC2005,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,A little true,Not at all true,Not at all true,Sometimes true,Sometimes true,A little true,Not at all true,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree
56,2022-02-23 16:15:21.625,DSC2004,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,"Live Online , Pre-recorded lectures",Very true,A little true,Mostly true,Not at all true,Very true,Sometimes true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral
57,2022-02-23 16:15:32.466,CNT2020,Flipped course,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Flipped course",Mostly true,Mostly true,Sometimes true,A little true,Mostly true,Mostly true,Mostly true,A little true,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree
58,2022-02-23 16:15:40.726,LIS3026,Live Online,Yes,Library and Information Science,HASS,Library and Information Science,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures",Very true,Mostly true,Mostly true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree
